filename,shots,backend,precision,threshold,duration_s,status
058c7d32.qasm,1024,scarlet_quantum_rings,single,16,0.2154033,success
058c7d32.qasm,1024,scarlet_quantum_rings,single,64,0.6617786,success
067475b0.qasm,1024,scarlet_quantum_rings,single,16,1.4051409,success
067475b0.qasm,1024,scarlet_quantum_rings,single,64,5.7053756,success
067475b0.qasm,1024,scarlet_quantum_rings,single,512,134.096117,success
06857ab2.qasm,1024,scarlet_quantum_rings,single,16,86.8517603,success
06857ab2.qasm,1024,scarlet_quantum_rings,single,64,144.5014577,success
06857ab2.qasm,1024,scarlet_quantum_rings,single,512,5763.2224921,success
06a7dabf.qasm,1024,scarlet_quantum_rings,single,16,1.4427283,success
06a7dabf.qasm,1024,scarlet_quantum_rings,single,64,8.5008263,success
06a7dabf.qasm,1024,scarlet_quantum_rings,single,512,307.4940343,success
06e45cf2.qasm,1024,scarlet_quantum_rings,single,16,0.5780354,success
06e45cf2.qasm,1024,scarlet_quantum_rings,single,64,1.1292338,success
06e45cf2.qasm,1024,scarlet_quantum_rings,single,512,2.769683,success
0732491c.qasm,1024,scarlet_quantum_rings,single,16,5.4931465,success
0732491c.qasm,1024,scarlet_quantum_rings,single,64,1.8221959,success
0732491c.qasm,1024,scarlet_quantum_rings,single,512,5.6868296,success
07fc5b22.qasm,1024,scarlet_quantum_rings,single,16,0.5416286,success
07fc5b22.qasm,1024,scarlet_quantum_rings,single,64,1.3364759,success
07fc5b22.qasm,1024,scarlet_quantum_rings,single,512,3.4643764,success
08239e90.qasm,1024,scarlet_quantum_rings,single,16,63.9664198,success
08239e90.qasm,1024,scarlet_quantum_rings,single,64,3.2675198,success
0885b672.qasm,1024,scarlet_quantum_rings,single,16,1.6545858,success
0885b672.qasm,1024,scarlet_quantum_rings,single,64,8.9290951,success
0885b672.qasm,1024,scarlet_quantum_rings,single,512,332.1005505,success
0a0f4c36.qasm,1024,scarlet_quantum_rings,single,16,0.1840534,success
0a0f4c36.qasm,1024,scarlet_quantum_rings,single,64,0.2601157,success
0a0f4c36.qasm,1024,scarlet_quantum_rings,single,512,0.1663742,success
0b0e43d6.qasm,1024,scarlet_quantum_rings,single,16,1.78757,success
0b0e43d6.qasm,1024,scarlet_quantum_rings,single,64,9.9584508,success
0b0e43d6.qasm,1024,scarlet_quantum_rings,single,512,373.9455346,success
0b325fdd.qasm,1024,scarlet_quantum_rings,single,16,204.4226062,success
0b325fdd.qasm,1024,scarlet_quantum_rings,single,64,7.9006322,success
0bde3200.qasm,1024,scarlet_quantum_rings,single,16,0.2337671,success
0bde3200.qasm,1024,scarlet_quantum_rings,single,64,0.232663,success
0c0ce4a1.qasm,1024,scarlet_quantum_rings,single,16,0.5861573,success
0c0ce4a1.qasm,1024,scarlet_quantum_rings,single,64,0.4553035,success
0c0ce4a1.qasm,1024,scarlet_quantum_rings,single,512,0.4561859,success
0c676248.qasm,1024,scarlet_quantum_rings,single,16,0.1680261,success
0c676248.qasm,1024,scarlet_quantum_rings,single,64,10.329901,success
0c676248.qasm,1024,scarlet_quantum_rings,single,512,0.1810114,success
0cc92082.qasm,1024,scarlet_quantum_rings,single,16,0.2225849,success
0cc92082.qasm,1024,scarlet_quantum_rings,single,64,0.5742476,success
0cc92082.qasm,1024,scarlet_quantum_rings,single,512,0.1836235,success
0cd81bd7.qasm,1024,scarlet_quantum_rings,single,16,1.4029748,success
0cd81bd7.qasm,1024,scarlet_quantum_rings,single,64,7.9577663,success
0cd81bd7.qasm,1024,scarlet_quantum_rings,single,512,285.4685768,success
0d08bd43.qasm,1024,scarlet_quantum_rings,single,16,2469.4623289,success
0d08bd43.qasm,1024,scarlet_quantum_rings,single,64,188.0797988,success
0d08bd43.qasm,1024,scarlet_quantum_rings,single,512,,timeout
0d094263.qasm,1024,scarlet_quantum_rings,single,16,0.1798306,success
0d094263.qasm,1024,scarlet_quantum_rings,single,64,0.354708,success
0d094263.qasm,1024,scarlet_quantum_rings,single,512,0.1757012,success
0d6f51b4.qasm,1024,scarlet_quantum_rings,single,16,0.1818558,success
0d6f51b4.qasm,1024,scarlet_quantum_rings,single,64,0.2284205,success
0d6f51b4.qasm,1024,scarlet_quantum_rings,single,512,0.1679753,success
0e8ddfa3.qasm,1024,scarlet_quantum_rings,single,16,1.1595966,success
0e8ddfa3.qasm,1024,scarlet_quantum_rings,single,64,3.4204512,success
0e8ddfa3.qasm,1024,scarlet_quantum_rings,single,512,72.2163522,success
0ee54ab9.qasm,1024,scarlet_quantum_rings,single,16,0.1781427,success
0ee54ab9.qasm,1024,scarlet_quantum_rings,single,64,0.2257454,success
0ee54ab9.qasm,1024,scarlet_quantum_rings,single,512,0.1782451,success
0f6ae53c.qasm,1024,scarlet_quantum_rings,single,16,0.1749243,success
0f6ae53c.qasm,1024,scarlet_quantum_rings,single,64,0.6351061,success
0f6ae53c.qasm,1024,scarlet_quantum_rings,single,512,0.1797566,success
10761caa.qasm,1024,scarlet_quantum_rings,single,16,1.2039713,success
10761caa.qasm,1024,scarlet_quantum_rings,single,64,4.1564553,success
10761caa.qasm,1024,scarlet_quantum_rings,single,512,91.7516627,success
10ea3498.qasm,1024,scarlet_quantum_rings,single,16,0.1689698,success
10ea3498.qasm,1024,scarlet_quantum_rings,single,64,1.1595227,success
10ea3498.qasm,1024,scarlet_quantum_rings,single,512,0.1702938,success
1154e9d9.qasm,1024,scarlet_quantum_rings,single,16,,timeout
1154e9d9.qasm,1024,scarlet_quantum_rings,single,512,,timeout
12157215.qasm,1024,scarlet_quantum_rings,single,16,2000.5838667,success
12157215.qasm,1024,scarlet_quantum_rings,single,64,851.9857255,success
12157215.qasm,1024,scarlet_quantum_rings,single,512,,timeout
125f60d7.qasm,1024,scarlet_quantum_rings,single,16,1463.310554,success
125f60d7.qasm,1024,scarlet_quantum_rings,single,64,804.1303602,success
138d2c7b.qasm,1024,scarlet_quantum_rings,single,16,1.5629332,success
138d2c7b.qasm,1024,scarlet_quantum_rings,single,64,7.723485,success
138d2c7b.qasm,1024,scarlet_quantum_rings,single,512,266.476829,success
13b8e3f8.qasm,1024,scarlet_quantum_rings,single,16,1.15246,success
13b8e3f8.qasm,1024,scarlet_quantum_rings,single,64,5.0568936,success
13b8e3f8.qasm,1024,scarlet_quantum_rings,single,512,143.3873458,success
13eb49aa.qasm,1024,scarlet_quantum_rings,single,16,0.1763388,success
13eb49aa.qasm,1024,scarlet_quantum_rings,single,64,1.03723,success
14019fed.qasm,1024,scarlet_quantum_rings,single,16,85.5577261,success
14019fed.qasm,1024,scarlet_quantum_rings,single,64,7.7015564,success
14019fed.qasm,1024,scarlet_quantum_rings,single,512,125.5504268,success
149b1e7c.qasm,1024,scarlet_quantum_rings,single,16,5.2218446,success
149b1e7c.qasm,1024,scarlet_quantum_rings,single,64,0.1728306,success
15434610.qasm,1024,scarlet_quantum_rings,single,16,1.5159936,success
15434610.qasm,1024,scarlet_quantum_rings,single,64,7.7436007,success
15434610.qasm,1024,scarlet_quantum_rings,single,512,260.9629378,success
159b3481.qasm,1024,scarlet_quantum_rings,single,16,0.5732643,success
159b3481.qasm,1024,scarlet_quantum_rings,single,64,1.1235271,success
159b3481.qasm,1024,scarlet_quantum_rings,single,512,2.7779996,success
15c28669.qasm,1024,scarlet_quantum_rings,single,16,0.2514302,success
15c28669.qasm,1024,scarlet_quantum_rings,single,64,0.3990744,success
15c28669.qasm,1024,scarlet_quantum_rings,single,512,0.2419986,success
1619b169.qasm,1024,scarlet_quantum_rings,single,16,0.1731894,success
1619b169.qasm,1024,scarlet_quantum_rings,single,64,0.1710901,success
1619b169.qasm,1024,scarlet_quantum_rings,single,512,0.1821666,success
166e9d3a.qasm,1024,scarlet_quantum_rings,single,16,0.1806124,success
166e9d3a.qasm,1024,scarlet_quantum_rings,single,64,0.169258,success
166e9d3a.qasm,1024,scarlet_quantum_rings,single,512,0.169438,success
1688d759.qasm,1024,scarlet_quantum_rings,single,16,1.9672979,success
1688d759.qasm,1024,scarlet_quantum_rings,single,64,14.0990323,success
1688d759.qasm,1024,scarlet_quantum_rings,single,512,559.5118792,success
16ff70bb.qasm,1024,scarlet_quantum_rings,single,16,2.1233068,success
16ff70bb.qasm,1024,scarlet_quantum_rings,single,64,12.1212474,success
16ff70bb.qasm,1024,scarlet_quantum_rings,single,512,493.8101792,success
17253376.qasm,1024,scarlet_quantum_rings,single,16,1.7846797,success
17253376.qasm,1024,scarlet_quantum_rings,single,64,12.199884,success
17253376.qasm,1024,scarlet_quantum_rings,single,512,464.4622878,success
173d4b8b.qasm,1024,scarlet_quantum_rings,single,16,0.4365735,success
173d4b8b.qasm,1024,scarlet_quantum_rings,single,64,0.4759959,success
173d4b8b.qasm,1024,scarlet_quantum_rings,single,512,0.4571515,success
175f2997.qasm,1024,scarlet_quantum_rings,single,16,1.5397053,success
175f2997.qasm,1024,scarlet_quantum_rings,single,64,6.9113574,success
175f2997.qasm,1024,scarlet_quantum_rings,single,512,203.2557666,success
17e5a14b.qasm,1024,scarlet_quantum_rings,single,16,85.2576573,success
17e5a14b.qasm,1024,scarlet_quantum_rings,single,64,4.9438845,success
195099c8.qasm,1024,scarlet_quantum_rings,single,16,0.3044958,success
195099c8.qasm,1024,scarlet_quantum_rings,single,64,10.4379878,success
195099c8.qasm,1024,scarlet_quantum_rings,single,512,0.2926443,success
19550378.qasm,1024,scarlet_quantum_rings,single,16,0.7261901,success
19550378.qasm,1024,scarlet_quantum_rings,single,64,0.7177524,success
19550378.qasm,1024,scarlet_quantum_rings,single,512,0.7171464,success
1959a985.qasm,1024,scarlet_quantum_rings,single,16,4.8913162,success
1959a985.qasm,1024,scarlet_quantum_rings,single,64,31.2692711,success
1959a985.qasm,1024,scarlet_quantum_rings,single,512,1435.4921208,success
19d587f3.qasm,1024,scarlet_quantum_rings,single,16,0.1735048,success
19d587f3.qasm,1024,scarlet_quantum_rings,single,64,1.2004384,success
19d587f3.qasm,1024,scarlet_quantum_rings,single,512,0.172592,success
1a554de5.qasm,1024,scarlet_quantum_rings,single,16,0.1715925,success
1a554de5.qasm,1024,scarlet_quantum_rings,single,64,0.1756577,success
1a554de5.qasm,1024,scarlet_quantum_rings,single,512,0.1775085,success
1aa22822.qasm,1024,scarlet_quantum_rings,single,16,20.5129008,success
1aa22822.qasm,1024,scarlet_quantum_rings,single,64,1.1141745,success
1af5b336.qasm,1024,scarlet_quantum_rings,single,16,1.0828512,success
1af5b336.qasm,1024,scarlet_quantum_rings,single,64,2.2817078,success
1af5b336.qasm,1024,scarlet_quantum_rings,single,512,23.957207,success
1b91945f.qasm,1024,scarlet_quantum_rings,single,16,0.5788403,success
1b91945f.qasm,1024,scarlet_quantum_rings,single,64,1.1345342,success
1b91945f.qasm,1024,scarlet_quantum_rings,single,512,2.7687015,success
1cb3c32c.qasm,1024,scarlet_quantum_rings,single,16,8.0743547,success
1cb3c32c.qasm,1024,scarlet_quantum_rings,single,64,0.3971776,success
1d1dc1d8.qasm,1024,scarlet_quantum_rings,single,16,2.091032,success
1d1dc1d8.qasm,1024,scarlet_quantum_rings,single,64,12.1915016,success
1d1dc1d8.qasm,1024,scarlet_quantum_rings,single,512,477.1889418,success
1d4b1889.qasm,1024,scarlet_quantum_rings,single,16,0.4623995,success
1d4b1889.qasm,1024,scarlet_quantum_rings,single,64,0.339699,success
1d4b1889.qasm,1024,scarlet_quantum_rings,single,512,0.3409897,success
1db5f683.qasm,1024,scarlet_quantum_rings,single,16,2.0087796,success
1db5f683.qasm,1024,scarlet_quantum_rings,single,64,11.5114277,success
1db5f683.qasm,1024,scarlet_quantum_rings,single,512,436.8524219,success
1f1383d7.qasm,1024,scarlet_quantum_rings,single,16,0.2250921,success
1f1383d7.qasm,1024,scarlet_quantum_rings,single,64,2.1631353,success
1f1383d7.qasm,1024,scarlet_quantum_rings,single,512,0.2264848,success
1fd34b96.qasm,1024,scarlet_quantum_rings,single,16,2.6722234,success
1fd34b96.qasm,1024,scarlet_quantum_rings,single,64,21.079753,success
1fd34b96.qasm,1024,scarlet_quantum_rings,single,512,961.0837074,success
20448412.qasm,1024,scarlet_quantum_rings,single,16,147.6527757,success
20448412.qasm,1024,scarlet_quantum_rings,single,64,184.3939735,success
20448412.qasm,1024,scarlet_quantum_rings,single,512,148.948838,success
2059c310.qasm,1024,scarlet_quantum_rings,single,16,0.4773265,success
2059c310.qasm,1024,scarlet_quantum_rings,single,64,3.3123999,success
2078a631.qasm,1024,scarlet_quantum_rings,single,16,2.4060191,success
2078a631.qasm,1024,scarlet_quantum_rings,single,64,16.260589,success
2078a631.qasm,1024,scarlet_quantum_rings,single,512,646.7251833,success
208334f1.qasm,1024,scarlet_quantum_rings,single,16,0.1715742,success
208334f1.qasm,1024,scarlet_quantum_rings,single,64,1.1387004,success
208334f1.qasm,1024,scarlet_quantum_rings,single,512,0.1852446,success
2190b5a7.qasm,1024,scarlet_quantum_rings,single,16,0.2162967,success
2190b5a7.qasm,1024,scarlet_quantum_rings,single,64,0.1627301,success
2190b5a7.qasm,1024,scarlet_quantum_rings,single,512,0.2115168,success
231bbda3.qasm,1024,scarlet_quantum_rings,single,16,4.4113397,success
231bbda3.qasm,1024,scarlet_quantum_rings,single,64,1.1731902,success
231bbda3.qasm,1024,scarlet_quantum_rings,single,512,4.424197,success
235dda60.qasm,1024,scarlet_quantum_rings,single,16,2.3659587,success
235dda60.qasm,1024,scarlet_quantum_rings,single,64,16.3526073,success
235dda60.qasm,1024,scarlet_quantum_rings,single,512,307.2074907,success
24ca3082.qasm,1024,scarlet_quantum_rings,single,16,2771.0450235,success
24ca3082.qasm,1024,scarlet_quantum_rings,single,64,1988.8930582,success
24ca3082.qasm,1024,scarlet_quantum_rings,single,512,2669.2542048,success
25e26219.qasm,1024,scarlet_quantum_rings,single,16,2.1708568,success
25e26219.qasm,1024,scarlet_quantum_rings,single,64,19.4090902,success
25e26219.qasm,1024,scarlet_quantum_rings,single,512,705.1982491,success
25e5b703.qasm,1024,scarlet_quantum_rings,single,16,0.1793348,success
25e5b703.qasm,1024,scarlet_quantum_rings,single,64,0.212998,success
25e5b703.qasm,1024,scarlet_quantum_rings,single,512,0.1774198,success
264ca70e.qasm,1024,scarlet_quantum_rings,single,16,1.6579639,success
264ca70e.qasm,1024,scarlet_quantum_rings,single,64,9.2260978,success
264ca70e.qasm,1024,scarlet_quantum_rings,single,512,351.8730803,success
27a012bc.qasm,1024,scarlet_quantum_rings,single,16,0.5722517,success
27a012bc.qasm,1024,scarlet_quantum_rings,single,64,0.4555887,success
27a012bc.qasm,1024,scarlet_quantum_rings,single,512,0.4530507,success
27dbf314.qasm,1024,scarlet_quantum_rings,single,16,4101.5177503,success
27dbf314.qasm,1024,scarlet_quantum_rings,single,64,781.3788183,success
27dbf314.qasm,1024,scarlet_quantum_rings,single,512,,timeout
27e0ec8e.qasm,1024,scarlet_quantum_rings,single,16,0.1818955,success
27e0ec8e.qasm,1024,scarlet_quantum_rings,single,64,0.5226683,success
27e0ec8e.qasm,1024,scarlet_quantum_rings,single,512,0.1700723,success
2818a462.qasm,1024,scarlet_quantum_rings,single,16,0.1707319,success
2818a462.qasm,1024,scarlet_quantum_rings,single,64,0.532209,success
2818a462.qasm,1024,scarlet_quantum_rings,single,512,0.1782918,success
28f914b0.qasm,1024,scarlet_quantum_rings,single,16,0.1755659,success
28f914b0.qasm,1024,scarlet_quantum_rings,single,64,0.3044709,success
28f914b0.qasm,1024,scarlet_quantum_rings,single,512,0.1890404,success
29886bb3.qasm,1024,scarlet_quantum_rings,single,16,1.1166224,success
29886bb3.qasm,1024,scarlet_quantum_rings,single,64,2.2984934,success
29886bb3.qasm,1024,scarlet_quantum_rings,single,512,24.0384279,success
29a887f9.qasm,1024,scarlet_quantum_rings,single,16,1.282956,success
29a887f9.qasm,1024,scarlet_quantum_rings,single,64,0.1893478,success
29a887f9.qasm,1024,scarlet_quantum_rings,single,512,115.4506895,success
2a04dd73.qasm,1024,scarlet_quantum_rings,single,16,2475.0657506,success
2a04dd73.qasm,1024,scarlet_quantum_rings,single,64,4965.6181697,success
2a04dd73.qasm,1024,scarlet_quantum_rings,single,512,,timeout
2a0e53ef.qasm,1024,scarlet_quantum_rings,single,16,2.3114425,success
2a0e53ef.qasm,1024,scarlet_quantum_rings,single,64,7.7183551,success
2a48defb.qasm,1024,scarlet_quantum_rings,single,16,1.2252849,success
2a48defb.qasm,1024,scarlet_quantum_rings,single,64,1.1154698,success
2a48defb.qasm,1024,scarlet_quantum_rings,single,512,1.0666831,success
2af6859b.qasm,1024,scarlet_quantum_rings,single,16,1.6940842,success
2af6859b.qasm,1024,scarlet_quantum_rings,single,64,10.535087,success
2af6859b.qasm,1024,scarlet_quantum_rings,single,512,406.7180611,success
2afe3d2e.qasm,1024,scarlet_quantum_rings,single,16,,timeout
2afe3d2e.qasm,1024,scarlet_quantum_rings,single,64,42993.9847111,success
2b148d98.qasm,1024,scarlet_quantum_rings,single,16,1.743242,success
2b148d98.qasm,1024,scarlet_quantum_rings,single,64,12.2237264,success
2b148d98.qasm,1024,scarlet_quantum_rings,single,512,463.9274864,success
2b2951ed.qasm,1024,scarlet_quantum_rings,single,16,2.0077434,success
2b2951ed.qasm,1024,scarlet_quantum_rings,single,64,11.4465499,success
2b2951ed.qasm,1024,scarlet_quantum_rings,single,512,452.8971041,success
2bc3295c.qasm,1024,scarlet_quantum_rings,single,16,1.2265953,success
2bc3295c.qasm,1024,scarlet_quantum_rings,single,64,2.2849539,success
2bc3295c.qasm,1024,scarlet_quantum_rings,single,512,247.4642877,success
2cbfff1b.qasm,1024,scarlet_quantum_rings,single,16,1.6880952,success
2cbfff1b.qasm,1024,scarlet_quantum_rings,single,64,7.7273056,success
2cbfff1b.qasm,1024,scarlet_quantum_rings,single,512,262.0564581,success
2cedce95.qasm,1024,scarlet_quantum_rings,single,16,2.0571062,success
2cedce95.qasm,1024,scarlet_quantum_rings,single,64,12.1201029,success
2cedce95.qasm,1024,scarlet_quantum_rings,single,512,487.4500167,success
2d399444.qasm,1024,scarlet_quantum_rings,single,16,0.241983,success
2d399444.qasm,1024,scarlet_quantum_rings,single,64,0.174648,success
2ea1bf91.qasm,1024,scarlet_quantum_rings,single,16,4.1367724,success
2ea1bf91.qasm,1024,scarlet_quantum_rings,single,64,0.1732643,success
3026aed7.qasm,1024,scarlet_quantum_rings,single,16,2.6565661,success
3026aed7.qasm,1024,scarlet_quantum_rings,single,64,20.9371593,success
3026aed7.qasm,1024,scarlet_quantum_rings,single,512,976.3809184,success
306ac152.qasm,1024,scarlet_quantum_rings,single,16,0.1732208,success
306ac152.qasm,1024,scarlet_quantum_rings,single,64,4.8258445,success
306ac152.qasm,1024,scarlet_quantum_rings,single,512,0.1962074,success
3099a023.qasm,1024,scarlet_quantum_rings,single,16,0.1891862,success
3099a023.qasm,1024,scarlet_quantum_rings,single,64,0.1662113,success
31b8fb3c.qasm,1024,scarlet_quantum_rings,single,16,0.4341455,success
31b8fb3c.qasm,1024,scarlet_quantum_rings,single,64,0.7438204,success
31b8fb3c.qasm,1024,scarlet_quantum_rings,single,512,0.4242436,success
31fd025e.qasm,1024,scarlet_quantum_rings,single,16,1.6643892,success
31fd025e.qasm,1024,scarlet_quantum_rings,single,64,7.7553806,success
31fd025e.qasm,1024,scarlet_quantum_rings,single,512,267.4834676,success
320de9fb.qasm,1024,scarlet_quantum_rings,single,16,31.2115921,success
320de9fb.qasm,1024,scarlet_quantum_rings,single,64,323.816509,success
320de9fb.qasm,1024,scarlet_quantum_rings,single,512,,timeout
32de9cc1.qasm,1024,scarlet_quantum_rings,single,16,1.1081809,success
32de9cc1.qasm,1024,scarlet_quantum_rings,single,64,2.2914262,success
32de9cc1.qasm,1024,scarlet_quantum_rings,single,512,23.9661902,success
32f44532.qasm,1024,scarlet_quantum_rings,single,16,9.8694186,success
32f44532.qasm,1024,scarlet_quantum_rings,single,64,0.2578694,success
336f664c.qasm,1024,scarlet_quantum_rings,single,16,0.1830161,success
336f664c.qasm,1024,scarlet_quantum_rings,single,64,0.9599532,success
33a2f9be.qasm,1024,scarlet_quantum_rings,single,16,1.0288815,success
33a2f9be.qasm,1024,scarlet_quantum_rings,single,64,4.3299639,success
33a2f9be.qasm,1024,scarlet_quantum_rings,single,512,94.1606565,success
33c62fb8.qasm,1024,scarlet_quantum_rings,single,16,30.5882878,success
33c62fb8.qasm,1024,scarlet_quantum_rings,single,64,12.3254206,success
33c62fb8.qasm,1024,scarlet_quantum_rings,single,512,30.0663625,success
3436484d.qasm,1024,scarlet_quantum_rings,single,16,1.3751076,success
3436484d.qasm,1024,scarlet_quantum_rings,single,64,5.7244918,success
3436484d.qasm,1024,scarlet_quantum_rings,single,512,133.8907962,success
36d0ea8f.qasm,1024,scarlet_quantum_rings,single,16,0.2119992,success
36d0ea8f.qasm,1024,scarlet_quantum_rings,single,64,0.4986337,success
36d0ea8f.qasm,1024,scarlet_quantum_rings,single,512,0.2418175,success
36e23777.qasm,1024,scarlet_quantum_rings,single,16,1.4011911,success
36e23777.qasm,1024,scarlet_quantum_rings,single,64,7.9461518,success
36e23777.qasm,1024,scarlet_quantum_rings,single,512,294.8953778,success
371eea68.qasm,1024,scarlet_quantum_rings,single,16,0.1772997,success
371eea68.qasm,1024,scarlet_quantum_rings,single,64,0.2752777,success
376d7d92.qasm,1024,scarlet_quantum_rings,single,16,0.1843133,success
376d7d92.qasm,1024,scarlet_quantum_rings,single,64,2.6315011,success
376d7d92.qasm,1024,scarlet_quantum_rings,single,512,0.1732509,success
37bd268c.qasm,1024,scarlet_quantum_rings,single,16,0.2436995,success
37bd268c.qasm,1024,scarlet_quantum_rings,single,64,1.1299787,success
37bd268c.qasm,1024,scarlet_quantum_rings,single,512,0.2388701,success
3814b0b9.qasm,1024,scarlet_quantum_rings,single,16,133.23585,success
3814b0b9.qasm,1024,scarlet_quantum_rings,single,64,255.787238,success
383bbcad.qasm,1024,scarlet_quantum_rings,single,16,0.1819503,success
383bbcad.qasm,1024,scarlet_quantum_rings,single,64,0.6394028,success
383bbcad.qasm,1024,scarlet_quantum_rings,single,512,0.1866326,success
3841ff5b.qasm,1024,scarlet_quantum_rings,single,16,2.0053667,success
3841ff5b.qasm,1024,scarlet_quantum_rings,single,64,15.5287295,success
3841ff5b.qasm,1024,scarlet_quantum_rings,single,512,698.916324,success
385fa1b6.qasm,1024,scarlet_quantum_rings,single,16,3.8934353,success
385fa1b6.qasm,1024,scarlet_quantum_rings,single,64,3.5853261,success
385fa1b6.qasm,1024,scarlet_quantum_rings,single,512,3.816091,success
386534f5.qasm,1024,scarlet_quantum_rings,single,16,1.7916922,success
386534f5.qasm,1024,scarlet_quantum_rings,single,64,10.0276048,success
386534f5.qasm,1024,scarlet_quantum_rings,single,512,387.7029272,success
3a8d3e53.qasm,1024,scarlet_quantum_rings,single,16,0.2819158,success
3a8d3e53.qasm,1024,scarlet_quantum_rings,single,64,1.254632,success
3a8d3e53.qasm,1024,scarlet_quantum_rings,single,512,0.2745265,success
3be98d6c.qasm,1024,scarlet_quantum_rings,single,16,2.6949336,success
3be98d6c.qasm,1024,scarlet_quantum_rings,single,64,18.4483104,success
3be98d6c.qasm,1024,scarlet_quantum_rings,single,512,485.3121658,success
3c1f4948.qasm,1024,scarlet_quantum_rings,single,16,0.1785881,success
3c1f4948.qasm,1024,scarlet_quantum_rings,single,64,0.2105604,success
3c1f4948.qasm,1024,scarlet_quantum_rings,single,512,0.1754058,success
3c2f55c1.qasm,1024,scarlet_quantum_rings,single,16,,timeout
3c2f55c1.qasm,1024,scarlet_quantum_rings,single,64,10512.190655,success
3c890561.qasm,1024,scarlet_quantum_rings,single,16,16.9293739,success
3c890561.qasm,1024,scarlet_quantum_rings,single,64,1.2557023,success
3c890561.qasm,1024,scarlet_quantum_rings,single,512,17.211887,success
3ccd19ee.qasm,1024,scarlet_quantum_rings,single,16,2.046703,success
3ccd19ee.qasm,1024,scarlet_quantum_rings,single,64,12.1645564,success
3ccd19ee.qasm,1024,scarlet_quantum_rings,single,512,483.0481342,success
3db115f1.qasm,1024,scarlet_quantum_rings,single,16,0.2136195,success
3db115f1.qasm,1024,scarlet_quantum_rings,single,64,0.2706139,success
3db115f1.qasm,1024,scarlet_quantum_rings,single,512,0.1747836,success
3e2fde05.qasm,1024,scarlet_quantum_rings,single,16,1.4735673,success
3e2fde05.qasm,1024,scarlet_quantum_rings,single,64,8.4409096,success
3e2fde05.qasm,1024,scarlet_quantum_rings,single,512,314.5541482,success
3e730381.qasm,1024,scarlet_quantum_rings,single,16,0.1677842,success
3e730381.qasm,1024,scarlet_quantum_rings,single,64,1.4118832,success
3eb6cff0.qasm,1024,scarlet_quantum_rings,single,16,13.5421581,success
3eb6cff0.qasm,1024,scarlet_quantum_rings,single,64,12.5682489,success
3eb6cff0.qasm,1024,scarlet_quantum_rings,single,512,13.9655471,success
3eca4614.qasm,1024,scarlet_quantum_rings,single,16,1.7950401,success
3eca4614.qasm,1024,scarlet_quantum_rings,single,64,9.9800103,success
3eca4614.qasm,1024,scarlet_quantum_rings,single,512,372.2380488,success
3ee85ccf.qasm,1024,scarlet_quantum_rings,single,16,1.0895266,success
3ee85ccf.qasm,1024,scarlet_quantum_rings,single,64,2.564209,success
3ee85ccf.qasm,1024,scarlet_quantum_rings,single,512,34.4522992,success
3f072f57.qasm,1024,scarlet_quantum_rings,single,16,1.2063047,success
